ina3221.battery.voltage,ina3221.battery.current_ma,ina3221.esp.voltage,ina3221.esp.current_ma,ina3221.main.voltage,ina3221.main.current_ma,si7021.temperature,si7021.humidity,system.rssi,system.free_heap,system.reconnects,system.cpu_temp
8.288,1.2,5.552,30.4,12.64,23.6,32.14034,62.9621,-66,193672,3,43.6
8.28,1.2,5.552,32.0,12.64,24.8,32.14034,62.95447,-65,193672,3,43.6
8.288,1.2,5.552,30.0,12.64,23.2,32.14034,62.97736,-66,192100,3,43.6
8.288,1.2,5.552,32.0,12.64,24.4,32.12962,62.9621,-68,193672,3,43.6
8.288,1.2,5.552,29.6,12.64,23.2,32.12962,62.98499,-67,193672,3,43.6
8.288,1.2,5.552,30.8,12.64,24.0,32.16179,62.95447,-66,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.2,32.14034,63.00024,-66,193672,3,42.6
8.288,1.2,5.552,30.4,12.64,23.6,32.14034,62.98499,-68,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,24.8,32.15107,62.98499,-66,193672,3,42.6
8.288,1.2,5.552,30.0,12.64,23.2,32.15107,62.92395,-65,193672,3,43.6
8.288,1.2,5.552,30.8,12.64,24.4,32.15107,62.90869,-66,193672,3,43.6
8.288,1.2,5.552,29.6,12.64,23.2,32.15107,62.91632,-66,193672,3,43.6
8.288,1.2,5.552,30.8,12.64,24.4,32.16179,62.93921,-66,193672,3,43.6
8.288,1.2,5.56,29.2,12.64,23.2,32.15107,62.92395,-65,193672,3,43.6
8.288,1.2,5.552,30.4,12.64,24.0,32.17252,62.92395,-68,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.6,32.16179,62.90869,-65,193672,3,43.6
8.288,1.2,5.552,34.8,12.632,26.0,32.17252,62.8858,-66,193672,3,43.6
8.288,1.2,5.544,32.4,12.64,25.2,32.17252,62.89343,-65,193672,3,43.6
8.288,1.2,5.552,30.0,12.64,23.6,32.17252,62.90106,-65,193672,3,43.6
8.28,1.2,5.544,32.0,12.64,24.8,32.17252,62.90869,-66,193672,3,43.6
8.288,1.2,5.544,29.6,12.64,23.2,32.18324,62.87817,-65,193672,3,43.6
8.288,1.2,5.552,30.8,12.64,24.0,32.18324,62.86292,-65,192100,3,43.6
8.288,1.2,5.544,29.2,12.64,23.2,32.18324,62.84003,-64,193672,3,43.6
8.288,1.2,5.544,30.0,12.64,23.6,32.17252,62.84766,-67,193672,3,43.6
8.288,1.2,5.544,32.4,12.632,24.4,32.18324,62.84003,-71,193672,3,43.6
8.288,1.2,5.552,29.6,12.64,23.6,32.18324,62.82477,-66,193672,3,43.6
8.288,1.2,5.552,31.2,12.64,24.0,32.19397,62.81714,-66,193672,3,43.6
8.288,1.2,5.56,28.8,12.64,23.2,32.18324,62.85529,-67,193672,3,43.6
8.288,1.2,5.552,30.4,12.64,23.6,32.17252,62.84766,-66,193672,3,43.6
8.288,1.2,5.552,28.8,12.64,23.2,32.16179,62.84766,-67,193672,3,43.6
8.288,1.2,5.552,30.4,12.64,23.6,32.16179,62.90106,-67,193672,3,43.6
8.288,1.2,5.552,32.0,12.632,24.4,32.16179,62.90106,-66,193672,3,43.6
8.288,1.2,5.552,29.6,12.64,23.2,32.16179,62.90869,-65,193672,3,43.6
8.288,1.2,5.552,30.8,12.64,24.0,32.15107,62.92395,-65,193672,3,43.6
8.288,1.2,5.552,29.6,12.64,23.6,32.14034,62.90106,-65,193672,3,43.6
8.288,1.2,5.552,30.0,12.64,24.0,32.15107,62.93158,-65,193672,3,42.6
8.288,1.2,5.552,28.8,12.64,23.2,32.15107,62.94684,-65,193672,3,43.6
8.288,1.2,5.544,30.0,12.64,23.6,32.15107,62.93158,-65,193672,3,43.6
8.288,1.2,5.552,30.8,12.632,24.4,32.14034,62.94684,-65,193672,3,43.6
8.288,1.2,5.552,29.6,12.64,23.2,32.16179,62.96973,-65,193672,3,43.6
8.288,1.2,5.544,30.4,12.64,24.4,32.14034,62.96973,-65,193672,3,43.6
8.288,1.2,5.552,29.6,12.64,23.6,32.15107,62.94684,-66,193672,3,43.6
8.288,1.2,5.544,30.4,12.64,24.0,32.15107,62.96973,-65,193672,3,43.6
8.288,1.2,5.544,29.2,12.64,23.6,32.15107,62.9621,-66,191192,3,43.6
8.288,1.2,5.552,30.0,12.64,23.6,32.15107,62.95447,-65,193672,3,43.6
8.288,1.2,5.552,32.8,12.64,24.8,32.14034,62.92395,-65,193672,3,43.6
8.288,1.2,5.552,30.0,12.64,23.2,32.15107,62.93158,-65,193672,3,43.6
8.288,1.2,5.552,31.6,12.632,24.4,32.15107,62.94684,-65,193672,3,43.6
8.288,1.2,5.552,29.6,12.64,23.2,32.16179,62.96973,-65,193672,3,43.6
8.288,1.2,5.552,30.8,12.64,24.0,32.14034,62.95447,-66,193672,3,43.6
8.288,1.2,5.552,28.8,12.64,23.2,32.15107,62.96973,-64,193672,3,43.6
8.288,1.2,5.552,30.0,12.64,23.6,32.15107,62.93921,-68,193672,3,43.6
8.288,1.2,5.544,32.4,12.632,24.8,32.15107,62.96973,-65,193672,3,43.6
8.288,1.2,5.544,29.6,12.64,23.6,32.14034,62.96973,-65,193672,3,43.6
8.288,1.2,5.552,31.6,12.632,24.4,32.12962,62.94684,-65,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.2,32.12962,62.99261,-67,193672,3,43.6
8.288,1.2,5.544,30.8,12.64,24.0,32.12962,63.0155,-65,193672,3,43.6
8.288,1.2,5.552,29.6,12.64,23.2,32.12962,63.00024,-65,193672,3,42.6
8.288,1.2,5.552,30.4,12.64,23.6,32.12962,63.00024,-65,193672,3,42.6
8.288,1.2,5.552,28.8,12.64,23.2,32.12962,63.02313,-67,193672,3,43.6
8.288,1.2,5.552,30.0,12.64,23.6,32.11889,63.04602,-66,193672,3,43.6
8.288,1.2,5.544,32.4,12.632,24.8,32.11889,63.05365,-67,193672,3,42.6
8.288,1.2,5.552,30.8,12.64,23.6,32.10817,63.03839,-65,193672,3,43.6
8.288,1.2,5.552,31.2,12.632,24.4,32.11889,63.06891,-65,193672,3,43.6
8.288,1.2,5.552,29.6,12.64,22.8,32.11889,63.03839,-68,193672,3,43.6
8.288,1.2,5.512,59.6,12.632,36.8,32.10817,63.03839,-67,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,22.8,32.11889,63.08417,-71,193672,3,43.6
8.288,1.2,5.552,30.4,12.64,23.6,32.11889,63.10706,-71,193672,3,43.6
8.296,1.2,5.52,53.2,12.632,34.8,32.12962,63.06891,-67,192100,3,43.6
8.288,1.2,5.552,29.2,12.64,23.6,32.11889,63.06128,-68,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,24.4,32.10817,63.06128,-66,193672,3,43.6
8.288,1.2,5.56,29.6,12.64,23.2,32.11889,63.08417,-66,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.10817,63.06128,-66,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.2,32.11889,63.10706,-65,193672,3,43.6
8.288,1.2,5.544,30.0,12.64,23.6,32.11889,63.0918,-65,193672,3,43.6
8.288,1.2,5.552,32.0,12.632,24.8,32.10817,63.12231,-65,193672,3,43.6
8.288,1.2,5.552,30.0,12.64,23.2,32.11889,63.11469,-66,193672,3,43.6
8.28,1.2,5.552,31.2,12.64,24.4,32.09744,63.1452,-66,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.6,32.09744,63.17572,-65,193672,3,43.6
8.288,1.2,5.552,30.8,12.64,24.0,32.08672,63.18335,-67,193672,3,43.6
8.288,1.2,5.552,28.8,12.64,23.2,32.09744,63.20624,-66,193672,3,43.6
8.288,1.2,5.552,30.4,12.64,24.0,32.08672,63.16046,-65,193620,3,43.6
8.288,1.2,5.552,32.8,12.632,24.8,32.09744,63.17572,-65,193672,3,43.6
8.288,1.2,5.56,29.2,12.64,23.6,32.10817,63.18335,-66,193672,3,43.6
8.288,1.2,5.528,48.4,12.632,32.4,32.10817,63.12994,-64,191192,3,43.6
8.288,1.2,5.552,28.8,12.64,23.6,32.10817,63.12994,-66,193672,3,42.6
8.288,1.2,5.552,30.4,12.64,23.6,32.10817,63.13757,-64,193672,3,43.6
8.288,1.2,5.552,28.8,12.64,23.2,32.09744,63.15283,-65,193672,3,43.6
8.288,1.2,5.552,31.2,12.632,23.6,32.09744,63.15283,-65,193672,3,43.6
8.288,1.2,5.552,32.0,12.632,25.2,32.08672,63.1452,-65,193672,3,43.6
8.288,1.2,5.56,29.6,12.64,23.2,32.10817,63.13757,-65,193672,3,43.6
8.288,1.2,5.552,31.6,12.632,24.4,32.09744,63.1452,-65,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.2,32.10817,63.15283,-65,193672,3,43.6
8.288,1.2,5.544,30.8,12.632,24.0,32.08672,63.19098,-64,193672,3,43.6
8.288,1.2,5.544,29.2,12.64,23.2,32.09744,63.20624,-64,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,24.0,32.08672,63.19861,-65,193672,3,43.6
8.28,1.2,5.552,30.8,12.632,24.8,32.07599,63.19098,-64,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.08672,63.19098,-64,193672,3,43.6
8.288,1.2,5.544,30.8,12.632,24.4,32.08672,63.20624,-64,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,32.09744,63.19098,-64,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,24.0,32.06527,63.20624,-64,193672,3,43.6
8.288,1.2,5.552,28.8,12.64,23.2,32.08672,63.25201,-63,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.08672,63.24438,-63,193672,3,43.6
8.288,1.2,5.552,32.8,12.632,23.2,32.07599,63.22913,-64,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.07599,63.24438,-64,193672,3,43.6
8.288,1.2,5.552,31.6,12.632,24.4,32.07599,63.29016,-63,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.6,32.05454,63.29016,-64,193672,3,43.6
8.28,1.2,5.552,30.8,12.632,24.4,32.05454,63.33594,-64,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.2,32.05454,63.32831,-66,193672,3,42.6
8.288,1.2,5.552,30.4,12.64,24.0,32.07599,63.32831,-72,193620,3,43.6
8.288,1.2,5.552,32.4,12.632,24.8,32.06527,63.32831,-65,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.6,32.06527,63.33594,-65,193672,3,43.6
8.288,1.2,5.536,48.8,12.632,32.4,32.06527,63.30542,-65,191192,3,43.6
8.288,1.2,5.552,28.8,12.64,23.6,32.05454,63.36646,-66,193672,3,43.6
8.288,1.2,5.552,30.8,12.632,23.6,32.07599,63.34357,-65,193672,3,43.6
8.288,1.2,5.552,28.8,12.632,23.2,32.06527,63.33594,-64,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,23.6,32.06527,63.30542,-65,193672,3,43.6
8.288,1.2,5.552,32.8,12.632,25.2,32.05454,63.29016,-65,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.2,32.06527,63.28253,-65,193672,3,43.6
8.288,1.2,5.544,32.0,12.632,24.4,32.06527,63.28253,-65,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.2,32.06527,63.32068,-66,193672,3,43.6
8.288,1.2,5.552,30.8,12.632,24.0,32.06527,63.30542,-66,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,32.05454,63.35883,-66,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,24.0,32.06527,63.35883,-65,193620,3,42.6
8.288,1.2,5.544,29.2,12.64,23.2,32.06527,63.34357,-63,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,32.06527,63.32831,-64,193672,3,43.6
8.28,1.2,5.552,31.2,12.632,24.4,32.06527,63.31305,-65,193672,3,42.6
8.288,1.2,5.552,29.2,12.64,23.6,32.05454,63.31305,-67,193672,3,43.6
8.288,1.2,5.552,31.2,12.632,24.4,32.05454,63.32068,-63,193672,3,43.6
8.288,1.2,5.544,29.6,12.64,23.6,32.05454,63.3512,-65,193672,3,42.6
8.288,1.2,5.552,30.8,12.632,24.0,32.04382,63.34357,-63,193672,3,42.6
8.296,1.2,5.552,29.6,12.64,23.6,32.03309,63.38171,-65,191192,3,43.6
8.288,1.2,5.552,30.4,12.64,23.6,32.03309,63.44275,-67,193620,3,42.6
8.288,1.2,5.56,28.8,12.64,23.2,32.03309,63.47327,-72,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,32.01164,63.46564,-72,193672,3,43.6
8.288,1.2,5.552,31.6,12.64,24.4,32.01164,63.48853,-65,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.6,32.01164,63.49615,-65,193672,3,43.6
8.288,1.2,5.552,30.8,12.632,24.0,32.02237,63.51904,-68,193672,3,42.6
8.288,1.2,5.552,29.2,12.64,23.6,32.03309,63.47327,-65,193672,3,43.6
8.288,1.2,5.552,30.0,12.64,23.6,32.03309,63.4809,-67,193620,3,42.6
8.288,1.2,5.552,32.4,12.632,24.4,32.03309,63.45801,-65,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,32.04382,63.47327,-66,193672,3,43.6
8.288,1.2,5.552,31.6,12.632,23.6,32.03309,63.44275,-73,193672,3,43.6
8.288,1.2,5.56,29.6,12.632,23.6,32.03309,63.46564,-72,193672,3,42.6
8.288,1.2,5.552,30.8,12.632,23.6,32.03309,63.44275,-71,193672,3,43.6
8.288,1.2,5.552,28.8,12.64,23.2,32.04382,63.41986,-74,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,23.2,32.03309,63.45801,-75,193672,3,43.6
8.288,1.2,5.544,32.8,12.632,25.2,32.03309,63.46564,-72,193672,3,43.6
8.288,1.2,5.552,30.0,12.64,23.2,32.03309,63.48853,-73,193672,3,43.6
8.288,1.2,5.552,31.6,12.632,24.4,32.03309,63.50378,-71,193672,3,43.6
8.296,1.2,5.536,41.6,12.632,29.2,32.04382,63.4809,-72,193672,3,44.6
8.296,1.2,5.52,55.2,12.624,37.6,32.06527,63.45801,-72,193672,3,43.6
8.288,1.2,5.552,29.2,12.64,23.2,32.06527,63.38934,-69,193672,3,43.6
8.296,1.2,5.512,54.8,12.632,35.2,32.06527,63.35883,-71,192052,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,32.07599,63.3512,-70,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.6,32.08672,63.35883,-71,193672,3,43.6
8.288,1.2,5.544,31.6,12.632,24.8,32.08672,63.32831,-74,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.6,32.08672,63.30542,-70,193676,3,42.6
8.288,1.2,5.552,31.6,12.632,24.0,32.09744,63.28253,-70,193676,3,42.6
8.288,1.2,5.544,30.0,12.632,23.6,32.11889,63.22913,-71,193676,3,43.6
8.288,1.2,5.544,30.8,12.632,24.0,32.11889,63.19861,-70,193676,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.12962,63.17572,-76,193676,3,42.6
8.288,1.2,5.552,30.4,12.632,23.6,32.12962,63.16809,-71,193676,3,43.6
8.288,1.2,5.552,28.8,12.632,23.2,32.14034,63.15283,-70,193676,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.14034,63.12994,-69,193676,3,43.6
8.288,1.2,5.552,31.2,12.632,24.8,32.12962,63.12231,-69,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,32.15107,63.11469,-70,193676,3,43.6
8.288,1.2,5.544,30.8,12.632,24.4,32.12962,63.12994,-69,193676,3,43.6
8.288,1.2,5.552,28.8,12.632,23.2,32.14034,63.10706,-71,193676,3,43.6
8.288,1.2,5.552,29.6,12.632,24.0,32.12962,63.12231,-72,193628,3,42.6
8.288,1.2,5.552,28.8,12.632,24.0,32.11889,63.13757,-78,193676,3,43.6
8.288,1.2,5.544,28.8,12.632,23.6,32.09744,63.13757,-91,193676,3,42.6
8.288,1.2,5.552,31.6,12.632,23.6,32.10817,63.15283,-64,193672,3,43.6
8.288,1.2,5.552,28.8,12.632,23.2,32.10817,63.18335,-79,193672,3,43.6
8.288,1.2,5.552,30.8,12.632,23.6,32.09744,63.22913,-75,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.6,32.09744,63.22913,-79,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,23.6,32.09744,63.24438,-79,193672,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,32.09744,63.2749,-79,193672,3,42.6
8.296,1.2,5.512,58.8,12.632,36.4,32.08672,63.2749,-78,193672,3,43.6
8.288,1.2,5.544,36.0,12.632,28.4,32.08672,63.25201,-81,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.2,32.07599,63.28253,-72,193672,3,43.6
8.296,1.2,5.52,52.8,12.632,34.8,32.09744,63.25964,-75,192100,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.10817,63.22913,-77,193672,3,43.6
8.288,1.2,5.552,31.2,12.632,24.0,32.10817,63.20624,-76,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.2,32.10817,63.19098,-75,193672,3,43.6
8.288,1.2,5.552,31.2,12.632,24.0,32.12962,63.17572,-75,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.14034,63.17572,-75,193672,3,43.6
8.288,1.2,5.536,44.8,12.632,30.8,32.14034,63.12231,-74,193672,3,43.6
8.288,1.2,5.552,32.4,12.632,24.4,32.15107,63.10706,-74,193672,3,43.6
8.288,1.2,5.536,40.8,12.632,28.8,32.15107,63.0918,-75,193672,3,43.6
8.28,1.2,5.552,31.2,12.632,24.0,32.16179,63.0918,-75,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.18324,63.06891,-75,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.17252,63.03839,-74,193672,3,43.6
8.288,1.2,5.552,31.2,12.632,23.2,32.18324,62.96973,-74,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.6,32.18324,62.95447,-73,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,24.4,32.2047,62.95447,-75,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.6,32.2047,62.91632,-75,193672,3,43.6
8.28,1.2,5.544,29.2,12.632,24.0,32.19397,62.91632,-74,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.2,32.19397,62.8858,-75,193672,3,43.6
8.28,1.2,5.552,29.2,12.632,23.6,32.19397,62.87817,-75,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.21542,62.86292,-74,193672,3,43.6
8.288,1.2,5.544,29.2,12.632,23.6,32.22615,62.8858,-75,193672,3,43.6
8.28,1.2,5.552,32.0,12.632,23.6,32.22615,62.86292,-75,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.6,32.22615,62.84766,-74,191192,3,44.6
8.288,1.2,5.552,30.8,12.632,24.0,32.23687,62.84003,-75,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.6,32.22615,62.81714,-75,193672,3,43.6
8.28,1.2,5.552,30.4,12.632,23.6,32.22615,62.80188,-74,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.22615,62.8324,-75,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.22615,62.79425,-75,193672,3,43.6
8.28,1.2,5.552,32.0,12.632,24.4,32.23687,62.78662,-74,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.6,32.2047,62.81714,-74,193672,3,43.6
8.288,1.2,5.544,30.8,12.632,24.0,32.2047,62.86292,-74,193672,3,43.6
8.288,1.2,5.56,29.2,12.632,23.6,32.2047,62.87054,-74,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,24.0,32.21542,62.87054,-75,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,24.8,32.19397,62.85529,-75,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.21542,62.84766,-75,193672,3,43.6
8.288,1.2,5.552,32.0,12.632,24.8,32.22615,62.8324,-74,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.6,32.2047,62.81714,-74,193672,3,43.6
8.288,1.2,5.544,31.6,12.632,24.0,32.21542,62.84003,-73,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.19397,62.80951,-75,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.19397,62.84003,-74,193672,3,43.6
8.288,1.2,5.552,30.8,12.632,24.8,32.18324,62.8858,-75,193672,3,42.6
8.288,1.2,5.552,30.4,12.632,24.0,32.18324,62.92395,-75,193672,3,43.6
8.28,1.2,5.552,30.0,12.632,24.4,32.17252,62.93158,-74,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.6,32.16179,62.94684,-74,193672,3,43.6
8.288,1.2,5.512,53.6,12.632,34.4,32.15107,62.96973,-75,192100,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.14034,63.00787,-74,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.6,32.15107,63.00787,-74,193672,3,43.6
8.288,1.2,5.552,32.8,12.632,23.2,32.15107,63.03076,-74,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,32.16179,63.0155,-74,193672,3,43.6
8.28,1.2,5.552,31.6,12.632,24.0,32.17252,62.99261,-76,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.6,32.18324,62.98499,-74,193672,3,43.6
8.288,1.2,5.552,31.2,12.632,23.6,32.19397,62.95447,-74,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.18324,62.91632,-75,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,24.0,32.2047,62.92395,-74,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,24.8,32.19397,62.92395,-74,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.2047,62.8858,-75,193672,3,43.6
8.288,1.2,5.544,32.0,12.632,24.4,32.21542,62.89343,-74,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,32.22615,62.84003,-75,193672,3,43.6
8.288,1.2,5.552,30.8,12.632,24.0,32.22615,62.8324,-74,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.6,32.21542,62.77899,-74,193672,3,42.6
8.288,1.2,5.552,31.2,12.632,24.4,32.22615,62.78662,-74,193672,3,43.6
8.288,1.2,5.552,32.8,12.632,25.2,32.21542,62.79425,-74,193672,3,43.6
8.288,1.2,5.544,36.0,12.632,27.2,32.22615,62.8324,-75,193672,3,43.6
8.296,1.2,5.512,53.2,12.624,35.2,32.22615,62.77899,-74,192100,3,43.6
8.288,1.2,5.552,29.6,12.632,23.2,32.23687,62.77136,-74,193672,3,43.6
8.288,1.2,5.552,31.2,12.632,24.4,32.23687,62.74847,-73,193672,3,42.6
8.288,1.2,5.544,29.2,12.632,23.2,32.2476,62.74084,-74,193672,3,43.6
8.288,1.2,5.544,30.8,12.632,24.0,32.2476,62.74847,-74,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,24.8,32.2476,62.71033,-75,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.6,32.2476,62.67218,-74,193672,3,42.6
8.288,1.2,5.544,30.0,12.632,24.4,32.2476,62.67981,-74,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.2,32.26905,62.65692,-74,193672,3,42.6
8.28,1.2,5.552,29.6,12.632,24.0,32.26905,62.6264,-74,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.25832,62.61115,-75,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,24.0,32.25832,62.6264,-75,193672,3,43.6
8.296,1.2,5.544,29.2,12.632,23.2,32.2476,62.63403,-74,193672,3,43.6
8.288,1.2,5.544,30.0,12.632,23.6,32.25832,62.66455,-74,193672,3,43.6
8.288,1.2,5.544,31.6,12.632,24.4,32.25832,62.63403,-74,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.2,32.2476,62.64929,-74,193672,3,42.6
8.296,1.2,5.536,40.8,12.632,28.8,32.26905,62.64166,-74,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.25832,62.6264,-74,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,24.0,32.26905,62.63403,-74,193672,3,43.6
8.296,1.2,5.512,56.0,12.624,36.8,32.25832,62.64166,-74,192100,3,43.6
8.288,1.2,5.552,29.6,12.632,23.6,32.2476,62.65692,-74,193672,3,43.6
8.288,1.2,5.552,31.6,12.632,24.8,32.2476,62.64929,-75,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,32.22615,62.69507,-74,193672,3,42.6
8.288,1.2,5.552,30.8,12.632,24.4,32.23687,62.7027,-74,193672,3,43.6
8.296,1.2,5.552,29.6,12.632,23.6,32.22615,62.7027,-74,193672,3,43.6
8.288,1.2,5.544,30.8,12.632,24.0,32.21542,62.74847,-73,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,32.21542,62.7561,-74,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.21542,62.73322,-75,193672,3,43.6
8.288,1.2,5.552,32.8,12.632,24.8,32.22615,62.71796,-74,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.2,32.23687,62.74084,-72,193672,3,43.6
8.288,1.2,5.552,31.6,12.632,24.4,32.23687,62.73322,-72,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,22.8,32.23687,62.68744,-73,193672,3,42.6
8.288,1.2,5.544,30.4,12.632,24.0,32.2476,62.71033,-73,193672,3,43.6
8.288,1.2,5.552,28.8,12.632,23.2,32.2476,62.67218,-73,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,24.0,32.2476,62.65692,-74,193672,3,43.6
8.288,1.2,5.544,32.4,12.632,24.8,32.2476,62.67218,-74,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.2,32.2476,62.63403,-74,193672,3,43.6
8.28,1.2,5.544,30.0,12.632,24.0,32.23687,62.64929,-74,193672,3,42.6
8.296,1.2,5.52,54.0,12.624,34.8,32.2476,62.67218,-74,192100,3,43.6
8.288,1.2,5.552,29.6,12.632,24.0,32.25832,62.67218,-75,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.2,32.25832,62.66455,-74,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,24.0,32.25832,62.6264,-75,193672,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,32.25832,62.6264,-75,193672,3,43.6
8.288,1.2,5.56,30.0,12.632,23.6,32.26905,62.58826,-74,193672,3,43.6
8.288,1.2,5.552,32.4,12.632,24.8,32.27977,62.59589,-74,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,32.26905,62.61877,-75,193672,3,43.6
8.288,1.2,5.552,31.6,12.632,24.8,32.30122,62.55774,-73,193672,3,42.6
8.288,1.2,5.56,29.6,12.632,23.6,32.30122,62.56537,-74,193672,3,43.6
8.288,1.2,5.544,31.2,12.632,24.4,32.27977,62.52722,-74,193672,3,43.6
8.288,1.2,5.552,29.6,12.632,23.2,32.30122,62.53485,-76,193672,3,43.6
8.288,1.2,5.552,30.4,12.632,23.6,32.30122,62.4967,-74,193672,3,43.6
8.288,1.2,5.56,29.2,12.632,23.2,32.31195,62.47382,-74,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.32267,62.46619,-74,193672,3,43.6
8.288,1.2,5.552,32.0,12.632,24.4,32.3334,62.43567,-74,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,32.32267,62.40515,-74,191144,3,44.6
8.288,1.2,5.552,31.2,12.632,24.0,32.3334,62.41278,-74,193672,3,43.6
8.288,1.2,5.552,28.8,12.632,23.2,32.3334,62.37463,-75,193672,3,42.6
